                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                 1.4188,                  2.153,                 1.2661,                 0.2156,                0.16308,                0.09825,                0.06322,                 1.3504,                 2.3546,                 1.2595,              0.0093169,              0.0093169,              0.0093169
                     72,                 1.4043,                 2.1234,                  1.261,                0.23846,                0.16967,                0.10273,                0.06727,                 1.3452,                 2.3412,                 1.2555,               0.009307,               0.009307,               0.009307
                     73,                 1.4011,                 2.1653,                 1.2607,                 0.2335,                0.17411,                0.10204,                0.06574,                 1.3399,                  2.352,                 1.2386,              0.0092971,              0.0092971,              0.0092971
                     74,                 1.4086,                 2.1264,                 1.2725,                0.25018,                0.17535,                0.10566,                0.06887,                 1.3398,                 2.3515,                 1.2572,              0.0092872,              0.0092872,              0.0092872
                     75,                 1.3866,                 2.1255,                 1.2611,                 0.2535,                0.17793,                0.10428,                0.06786,                 1.3436,                   2.34,                 1.2566,              0.0092773,              0.0092773,              0.0092773
                     76,                 1.3902,                 2.0955,                 1.2615,                0.23924,                0.17446,                0.10736,                0.07092,                 1.3447,                 2.3199,                  1.249,              0.0092674,              0.0092674,              0.0092674
                     77,                 1.3873,                 2.0996,                 1.2534,                0.16931,                0.17426,                0.10953,                0.07135,                 1.3418,                  2.318,                 1.2462,              0.0092575,              0.0092575,              0.0092575
                     78,                 1.3777,                 2.0888,                  1.259,                 0.2002,                0.16028,                0.10784,                0.06942,                 1.3479,                 2.3156,                 1.2548,              0.0092476,              0.0092476,              0.0092476
                     79,                 1.4007,                 2.0728,                 1.2616,                0.23916,                0.17231,                 0.1073,                0.07021,                 1.3631,                 2.3508,                 1.2653,              0.0092377,              0.0092377,              0.0092377
                     80,                 1.4065,                 2.0982,                 1.2571,                0.17467,                0.16772,                0.11086,                0.07009,                  1.362,                 2.3141,                  1.249,              0.0092278,              0.0092278,              0.0092278
                     81,                 1.4096,                 2.1034,                 1.2584,                0.17475,                 0.1807,                0.10966,                0.07019,                 1.3495,                 2.3212,                 1.2499,              0.0092179,              0.0092179,              0.0092179
                     82,                 1.3708,                 2.0587,                 1.2555,                0.18915,                0.17976,                0.11052,                0.07236,                 1.3254,                 2.3183,                 1.2372,               0.009208,               0.009208,               0.009208
                     83,                 1.3986,                 2.0965,                 1.2517,                0.18924,                0.18208,                0.11274,                0.07369,                 1.3345,                 2.2913,                 1.2388,              0.0091981,              0.0091981,              0.0091981
                     84,                 1.3638,                 2.0218,                  1.246,                0.18563,                0.18187,                0.11277,                0.07316,                  1.333,                 2.2965,                 1.2436,              0.0091882,              0.0091882,              0.0091882
                     85,                 1.3896,                 2.0508,                 1.2489,                0.17699,                0.19398,                0.11491,                 0.0744,                 1.3472,                 2.3163,                 1.2456,              0.0091783,              0.0091783,              0.0091783
                     86,                 1.3777,                 2.0157,                 1.2434,                0.20413,                0.16558,                0.11595,                0.07715,                 1.3369,                 2.3214,                 1.2469,              0.0091684,              0.0091684,              0.0091684
                     87,                 1.3932,                 2.0601,                 1.2517,                 0.1819,                0.17419,                0.11344,                 0.0741,                 1.3367,                 2.3172,                 1.2507,              0.0091585,              0.0091585,              0.0091585
                     88,                 1.3728,                 2.0105,                 1.2456,                0.27028,                0.18259,                0.12249,                0.08092,                  1.323,                 2.2941,                 1.2386,              0.0091486,              0.0091486,              0.0091486
                     89,                 1.3766,                 2.0212,                 1.2466,                0.20523,                0.16893,                0.11949,                0.07941,                 1.3318,                 2.2713,                  1.236,              0.0091387,              0.0091387,              0.0091387
                     90,                 1.3835,                 2.0098,                 1.2398,                0.19065,                0.16198,                0.11302,                0.07467,                 1.3377,                 2.3169,                 1.2399,              0.0091288,              0.0091288,              0.0091288
                     91,                 1.3765,                 2.0212,                   1.25,                0.28261,                 0.1784,                0.12052,                0.07908,                 1.3333,                 2.3005,                 1.2447,              0.0091189,              0.0091189,              0.0091189
                     92,                 1.3582,                 2.0018,                 1.2402,                0.23404,                0.16944,                0.12238,                0.08155,                 1.3208,                 2.2751,                 1.2354,               0.009109,               0.009109,               0.009109
                     93,                 1.3616,                 1.9676,                  1.236,                0.25737,                0.19406,                0.12064,                0.08116,                 1.3276,                  2.279,                 1.2348,              0.0090991,              0.0090991,              0.0090991
                     94,                 1.3617,                 1.9918,                 1.2391,                0.25255,                0.18365,                0.12422,                0.08247,                 1.3195,                 2.2646,                 1.2282,              0.0090892,              0.0090892,              0.0090892
                     95,                 1.3595,                 1.9679,                 1.2361,                0.21593,                0.18402,                0.12345,                0.08294,                  1.311,                 2.2599,                 1.2258,              0.0090793,              0.0090793,              0.0090793
                     96,                 1.3594,                 1.9526,                 1.2316,                0.21619,                0.19146,                0.12865,                0.08515,                  1.335,                 2.2618,                 1.2412,              0.0090694,              0.0090694,              0.0090694
                     97,                 1.3664,                  1.966,                  1.237,                0.30546,                 0.1695,                0.12734,                0.08437,                 1.3393,                 2.2744,                 1.2418,              0.0090595,              0.0090595,              0.0090595
