                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                 1.1649,                 1.5112,                 1.1941,                0.36202,                0.22178,                0.20671,                 0.1452,                  1.342,                 2.3632,                 1.3415,              0.0091882,              0.0091882,              0.0091882
                     85,                 1.1712,                 1.4985,                 1.1942,                0.37251,                  0.211,                0.19841,                0.14012,                 1.3257,                 2.3846,                 1.3248,              0.0091783,              0.0091783,              0.0091783
                     86,                 1.1698,                  1.478,                 1.1872,                0.34658,                0.22803,                0.20664,                0.14766,                 1.3196,                 2.3581,                 1.3294,              0.0091684,              0.0091684,              0.0091684
                     87,                 1.1538,                 1.4497,                 1.1834,                0.36247,                0.22444,                0.21288,                0.15095,                 1.3246,                  2.348,                 1.3319,              0.0091585,              0.0091585,              0.0091585
                     88,                 1.1667,                 1.4343,                 1.1892,                0.37338,                0.22662,                0.21311,                0.15081,                 1.3276,                 2.3594,                 1.3309,              0.0091486,              0.0091486,              0.0091486
                     89,                 1.1566,                 1.4389,                 1.1841,                0.35555,                0.22562,                0.21237,                0.14956,                 1.3329,                 2.3772,                 1.3281,              0.0091387,              0.0091387,              0.0091387
                     90,                 1.1411,                 1.4057,                 1.1731,                0.35093,                0.23312,                0.21169,                0.15143,                 1.3228,                 2.3614,                 1.3259,              0.0091288,              0.0091288,              0.0091288
                     91,                 1.1496,                 1.4289,                 1.1782,                0.37605,                0.23007,                0.21325,                  0.153,                 1.3227,                 2.3648,                 1.3317,              0.0091189,              0.0091189,              0.0091189
                     92,                 1.1411,                 1.3717,                 1.1769,                0.37978,                0.24135,                0.22235,                0.15876,                 1.3113,                 2.3227,                 1.3217,               0.009109,               0.009109,               0.009109
                     93,                 1.1382,                 1.3792,                 1.1674,                0.37264,                0.23458,                0.22389,                0.15979,                 1.3234,                 2.3533,                 1.3293,              0.0090991,              0.0090991,              0.0090991
                     94,                 1.1368,                  1.346,                 1.1651,                0.42096,                0.22913,                 0.2224,                0.15935,                 1.3078,                 2.3601,                 1.3207,              0.0090892,              0.0090892,              0.0090892
                     95,                 1.1309,                 1.3307,                 1.1616,                 0.4011,                0.23736,                0.22734,                0.16395,                 1.3171,                 2.3453,                 1.3218,              0.0090793,              0.0090793,              0.0090793
                     96,                 1.1398,                 1.3317,                 1.1752,                0.37888,                0.23456,                0.22231,                0.15806,                 1.3244,                 2.3439,                 1.3289,              0.0090694,              0.0090694,              0.0090694
                     97,                 1.1405,                 1.3282,                 1.1667,                0.39661,                0.24246,                0.22918,                0.16399,                 1.3208,                 2.3397,                 1.3286,              0.0090595,              0.0090595,              0.0090595
                     98,                 1.1326,                 1.3213,                 1.1655,                0.41141,                0.24595,                0.23332,                0.16756,                 1.3105,                  2.311,                 1.3173,              0.0090496,              0.0090496,              0.0090496
                     99,                 1.1292,                 1.3203,                 1.1679,                0.41421,                0.23869,                0.23263,                0.16676,                 1.3102,                 2.3221,                 1.3216,              0.0090397,              0.0090397,              0.0090397
                    100,                 1.1291,                 1.2843,                 1.1647,                 0.4306,                0.23648,                0.23576,                0.16795,                 1.3044,                 2.2934,                 1.3174,              0.0090298,              0.0090298,              0.0090298
                    101,                 1.1222,                 1.2735,                 1.1548,                0.43855,                0.23881,                0.24034,                0.17038,                 1.3202,                 2.2945,                 1.3233,              0.0090199,              0.0090199,              0.0090199
                    102,                 1.1184,                 1.2614,                 1.1542,                0.45336,                 0.2376,                0.23798,                0.16925,                 1.3145,                 2.3183,                  1.317,                0.00901,                0.00901,                0.00901
                    103,                 1.1107,                 1.2489,                 1.1481,                0.37307,                0.25311,                 0.2352,                0.16942,                 1.3009,                  2.318,                 1.3133,              0.0090001,              0.0090001,              0.0090001
